t_o r_p l_p r_v l_v
824466 4 5 0 0
824476 4 5 0 0
824486 4 5 0 0
824496 4 5 0 0
824506 4 5 0 0
824516 4 5 0 0
824526 4 5 0 0
824536 4 5 0 0
824546 4 5 0 0
824556 4 5 0 0
824566 4 5 0 0
824576 4 5 0 0
824586 4 5 0 0
824596 4 5 0 0
824606 4 5 0 0
824616 4 5 0 0
824626 4 5 0 0
824636 4 5 0 0
824646 4 5 0 0
824656 4 5 0 0
824666 4 5 0 0
824676 4 5 0 0
824686 4 5 0 0
824696 4 5 0 0
824706 4 5 0 0
824716 4 5 0 0
824726 4 5 0 0
824736 4 5 0 0
824746 4 5 0 0
824756 4 5 0 0
824766 4 5 0 0
824776 4 5 0 0
824786 4 5 0 0
824796 4 5 0 0
824806 4 5 0 0
824816 4 5 0 0
824826 4 5 0 0
824836 4 5 0 0
824846 4 5 0 0
824856 4 5 0 0
824866 4 5 0 0
824876 4 5 0 0
824886 4 5 0 0
824896 4 5 0 0
824906 4 5 0 0
824916 4 5 0 0
824926 4 5 0 0
824936 4 5 0 0
824946 4 5 0 0
824956 4 5 0 0
824966 4 5 0 0
824976 4 5 0 0
824986 4 5 0 0
824996 4 5 0 0
825006 4 5 0 0
825016 4 5 0 0
825026 4 5 0 0
825036 4 5 0 0
825046 4 5 0 0
825056 4 5 0 0
825066 4 5 0 0
825076 4 5 0 0
825086 4 5 0 0
825096 4 5 0 0
825106 4 5 0 0
825116 4 5 0 0
825126 4 5 0 0
825136 4 5 0 0
825146 4 5 0 0
825156 4 5 0 0
825166 4 5 0 0
825176 4 5 0 0
825186 4 5 0 0
825196 4 5 0 0
825206 4 5 0 0
825216 4 5 0 0
825226 4 5 0 0
825236 4 5 0 0
825246 4 5 0 0
825256 4 5 0 0
825266 4 5 0 0
825276 4 5 0 0
825286 4 5 0 0
825296 4 5 0 0
825306 4 5 0 0
825316 4 5 0 0
825326 4 5 0 0
825336 4 5 0 0
825346 4 5 0 0
825356 4 5 0 0
825367 4 5 0 0
825377 4 5 0 0
825387 4 5 0 0
825397 4 5 0 0
825407 4 5 0 0
825417 4 5 0 0
825427 4 5 0 0
825436 4 5 0 0
825446 4 5 0 0
825456 4 5 0 0
825466 4 5 0 0
825476 4 5 0 0
825486 4 5 0 0
825496 4 5 0 0
825506 4 5 0 0
825516 4 5 0 0
825526 4 5 0 0
825536 4 5 0 0
825546 4 5 0 0
825556 4 5 0 0
825566 4 5 0 0
825576 4 5 0 0
825586 4 5 0 0
825596 4 5 0 0
825606 4 5 0 0
825616 4 5 0 0
825626 4 5 0 0
825636 4 5 0 0
825646 4 5 0 0
825656 4 5 0 0
825666 4 5 0 0
825676 4 5 0 0
825686 4 5 0 0
825696 4 5 0 0
825706 4 5 0 0
825716 4 5 0 0
825726 4 5 0 0
825736 4 5 0 0
825746 4 5 0 0
825756 4 5 0 0
825766 4 5 0 0
825776 4 5 0 0
825786 4 5 0 0
825796 4 5 0 0
825806 4 5 0 0
825816 4 5 0 0
825826 4 5 0 0
825836 4 5 0 0
825846 4 5 0 0
825856 4 5 0 0
825866 4 5 0 0
825876 4 5 0 0
825886 4 5 0 0
825896 4 5 0 0
825906 4 5 0 0
825916 4 5 0 0
825926 4 5 0 0
825936 4 5 0 0
825946 4 5 0 0
825956 4 5 0 0
825966 4 5 0 0
825976 4 5 0 0
825986 4 5 0 0
825996 4 5 0 0
826006 4 5 0 0
826016 4 5 0 0
826026 4 5 0 0
826036 4 5 0 0
826046 4 5 0 0
826056 4 5 0 0
826066 4 5 0 0
826076 4 5 0 0
826086 4 5 0 0
826096 4 5 0 0
826106 4 5 0 0
826116 4 5 0 0
826126 4 5 0 0
826136 4 5 0 0
826146 4 5 0 0
826156 4 5 0 0
826166 4 5 0 0
826176 4 5 0 0
826186 4 5 0 0
826196 4 5 0 0
826206 4 5 0 0
826216 4 5 0 0
826226 4 5 0 0
826236 4 5 0 0
826246 4 5 0 0
826256 4 5 0 0
826266 4 5 0 0
826276 4 5 0 0
826286 4 5 0 0
826296 4 5 0 0
826306 4 5 0 0
826316 4 5 0 0
826326 4 5 0 0
826336 4 5 0 0
826346 4 5 0 0
826356 4 5 0 0
826366 4 5 0 0
826376 4 5 0 0
826386 4 5 0 0
826396 4 5 0 0
826406 4 5 0 0
826416 4 5 0 0
826426 4 5 0 0
826436 4 5 0 0
826446 4 5 0 0
826456 4 5 0 0
826466 4 5 0 0
826476 4 5 0 0
826486 4 5 0 0
826496 4 5 0 0
826506 4 5 0 0
826516 4 5 0 0
826526 4 5 0 0
826536 4 5 0 0
826546 4 5 0 0
826556 4 5 0 0
826566 4 5 0 0
826576 4 5 0 0
826586 4 5 0 0
826596 4 5 0 0
826606 4 5 0 0
826616 4 5 0 0
826626 4 5 0 0
826636 4 5 0 0
826646 4 5 0 0
826656 4 5 0 0
826666 4 5 0 0
826676 4 5 0 0
826686 4 5 0 0
826696 4 5 0 0
826706 4 5 0 0
826716 4 5 0 0
826726 4 5 0 0
826736 4 5 0 0
826746 4 5 0 0
826756 4 5 0 0
826766 4 5 0 0
826776 4 5 0 0
826786 4 5 0 0
826796 4 5 0 0
826806 4 5 0 0
826816 4 5 0 0
826826 4 5 0 0
826836 4 5 0 0
826846 4 5 0 0
826856 4 5 0 0
826866 4 5 0 0
826876 4 5 0 0
826886 4 5 0 0
826896 4 5 0 0
826906 4 5 0 0
826916 4 5 0 0
826926 4 5 0 0
826936 4 5 0 0
826946 4 5 0 0
826956 4 5 0 0
826966 4 5 0 0
826976 4 5 0 0
826986 4 5 0 0
826996 4 5 0 0
827006 4 5 0 0
827016 4 5 0 0
827026 4 5 0 0
827036 4 5 0 0
827046 4 5 0 0
827056 4 5 0 0
827066 4 5 0 0
827076 4 5 0 0
827086 4 5 0 0
827096 4 5 0 0
827106 4 5 0 0
827116 4 5 0 0
827126 4 5 0 0
827136 4 5 0 0
827146 4 5 0 0
827156 4 5 0 0
827166 4 5 0 0
827176 4 5 0 0
827186 4 5 0 0
827196 4 5 0 0
827206 4 5 0 0
827216 4 5 0 0
827227 4 5 0 0
827237 4 5 0 0
827247 4 5 0 0
827257 4 5 0 0
827267 4 5 0 0
827277 4 5 0 0
827287 4 5 0 0
827296 4 5 0 0
827306 4 5 0 0
827316 4 5 0 0
827326 4 5 0 0
827336 4 5 0 0
827346 4 5 0 0
827356 4 5 0 0
827366 4 5 0 0
827376 4 5 0 0
827386 4 5 0 0
827396 4 5 0 0
827406 4 5 0 0
827416 4 5 0 0
827426 4 5 0 0
827436 4 5 0 0
827446 4 5 0 0
827456 4 5 0 0
827466 4 5 0 0
827476 4 5 0 0
827486 4 5 0 0
827496 4 5 0 0
827506 4 5 0 0
827516 4 5 0 0
827526 4 5 0 0
827536 4 5 0 0
827546 4 5 0 0
827556 4 5 0 0
827566 4 5 0 0
827576 4 5 0 0
827586 4 5 0 0
827596 4 5 0 0
827606 4 5 0 0
827616 4 5 0 0
827626 4 5 0 0
827636 4 5 0 0
827646 4 5 0 0
827656 4 5 0 0
827666 4 5 0 0
827676 4 5 0 0
827686 4 5 0 0
827696 4 5 0 0
827706 4 5 0 0
827716 4 5 0 0
827726 4 5 0 0
827736 4 5 0 0
827746 4 5 0 0
827756 4 5 0 0
827766 4 5 0 0
827776 4 5 0 0
827786 4 5 0 0
827796 4 5 0 0
827806 4 5 0 0
827816 4 5 0 0
827826 4 5 0 0
827836 4 5 0 0
827846 4 5 0 0
827856 4 5 0 0
827866 4 5 0 0
827876 4 5 0 0
827886 4 5 0 0
827896 4 5 0 0
827906 4 5 0 0
827916 4 5 0 0
827926 4 5 0 0
827936 4 5 0 0
827946 4 5 0 0
827956 4 5 0 0
827966 4 5 0 0
827976 4 5 0 0
827986 4 5 0 0
827996 4 5 0 0
828006 4 5 0 0
828016 4 5 0 0
828026 4 5 0 0
828036 4 5 0 0
828046 4 5 0 0
828056 4 5 0 0
828066 4 5 0 0
828076 4 5 0 0
828086 4 5 0 0
828096 4 5 0 0
828106 4 5 0 0
828116 4 5 0 0
828126 4 5 0 0
828136 4 5 0 0
828146 4 5 0 0
828156 4 5 0 0
828166 4 5 0 0
828176 4 5 0 0
828186 4 5 0 0
828196 4 5 0 0
828206 4 5 0 0
828216 4 5 0 0
828226 4 5 0 0
828236 4 5 0 0
828246 4 5 0 0
828256 4 5 0 0
828266 4 5 0 0
828276 4 5 0 0
828286 4 5 0 0
828296 4 5 0 0
828306 4 5 0 0
828316 4 5 0 0
828326 4 5 0 0
828336 4 5 0 0
828346 4 5 0 0
828356 4 5 0 0
828366 4 5 0 0
828376 4 5 0 0
828386 4 5 0 0
828396 4 5 0 0
828406 4 5 0 0
828416 4 5 0 0
828426 4 5 0 0
828436 4 5 0 0
828446 4 5 0 0
828456 4 5 0 0
828466 4 5 0 0
828476 4 5 0 0
828486 4 5 0 0
828496 4 5 0 0
828506 4 5 0 0
828516 4 5 0 0
828526 4 5 0 0
828536 4 5 0 0
828546 4 5 0 0
828556 4 5 0 0
828566 4 5 0 0
828576 4 5 0 0
828586 4 5 0 0
828596 4 5 0 0
828606 4 5 0 0
828616 4 5 0 0
828626 4 5 0 0
828636 4 5 0 0
828646 4 5 0 0
828656 4 5 0 0
828666 4 5 0 0
828676 4 5 0 0
828686 4 5 0 0
828696 4 5 0 0
828706 4 5 0 0
828716 4 5 0 0
828726 4 5 0 0
828736 4 5 0 0
828746 4 5 0 0
828756 4 5 0 0
828766 4 5 0 0
828776 4 5 0 0
828786 4 5 0 0
828796 4 5 0 0
828806 4 5 0 0
828816 4 5 0 0
828826 4 5 0 0
828836 4 5 0 0
828846 4 5 0 0
828856 4 5 0 0
828866 4 5 0 0
828876 4 5 0 0
828886 4 5 0 0
828896 4 5 0 0
828906 4 5 0 0
828916 4 5 0 0
828926 4 5 0 0
828936 4 5 0 0
828946 4 5 0 0
828956 4 5 0 0
828966 4 5 0 0
828976 4 5 0 0
828986 4 5 0 0
828996 4 5 0 0
829006 4 5 0 0
829016 4 5 0 0
829026 4 5 0 0
829036 4 5 0 0
829046 4 5 0 0
829056 4 5 0 0
829066 4 5 0 0
829076 4 5 0 0
829087 4 5 0 0
829097 4 5 0 0
829107 4 5 0 0
829117 4 5 0 0
829127 4 5 0 0
829137 4 5 0 0
829146 4 5 0 0
829156 4 5 0 0
829166 4 5 0 0
829176 4 5 0 0
829186 4 5 0 0
829196 4 5 0 0
829206 4 5 0 0
829216 4 5 0 0
829226 4 5 0 0
829236 4 5 0 0
829246 4 5 0 0
829256 4 5 0 0
829266 4 5 0 0
829276 4 5 0 0
829286 4 5 0 0
829296 4 5 0 0
829306 4 5 0 0
829316 4 5 0 0
829326 4 5 0 0
829336 4 5 0 0
829346 4 5 0 0
829356 4 5 0 0
829366 4 5 0 0
829376 4 5 0 0
829386 4 5 0 0
829396 4 5 0 0
829406 4 5 0 0
829416 4 5 0 0
829426 4 5 0 0
829436 4 5 0 0
829446 4 5 0 0
829456 4 5 0 0
829466 4 5 0 0
829476 4 5 0 0
829486 4 5 0 0
829496 4 5 0 0
829506 4 5 0 0
829516 4 5 0 0
829526 4 5 0 0
829536 4 5 0 0
829546 4 5 0 0
829556 4 5 0 0
829566 4 5 0 0
829576 4 5 0 0
829586 4 5 0 0
829596 4 5 0 0
829606 4 5 0 0
829616 4 5 0 0
829626 4 5 0 0
829636 4 5 0 0
829646 4 5 0 0
829656 4 5 0 0
829666 4 5 0 0
829676 4 5 0 0
829686 4 5 0 0
829696 4 5 0 0
829706 4 5 0 0
829716 4 5 0 0
829726 4 5 0 0
829736 4 5 0 0
829746 4 5 0 0
829756 4 5 0 0
829766 4 5 0 0
829776 4 5 0 0
829786 4 5 0 0
829796 4 5 0 0
829806 4 5 0 0
829816 4 5 0 0
829826 4 5 0 0
829836 4 5 0 0
829846 4 5 0 0
829856 4 5 0 0
829866 4 5 0 0
829876 4 5 0 0
829886 4 5 0 0
829896 4 5 0 0
829906 4 5 0 0
829916 4 5 0 0
829926 4 5 0 0
829936 4 5 0 0
829946 4 5 0 0
829956 4 5 0 0
829966 4 5 0 0
829976 4 5 0 0
829986 4 5 0 0
829996 4 5 0 0
830006 4 5 0 0
830016 4 5 0 0
830026 4 5 0 0
830036 4 5 0 0
830046 4 5 0 0
830056 4 5 0 0
830066 4 5 0 0
830076 4 5 0 0
830086 4 5 0 0
830096 4 5 0 0
830106 4 5 0 0
830116 4 5 0 0
830126 4 5 0 0
830136 4 5 0 0
830146 4 5 0 0
830156 4 5 0 0
830166 4 5 0 0
830176 4 5 0 0
830186 4 5 0 0
830196 4 5 0 0
830206 4 5 0 0
830216 4 5 0 0
830226 4 5 0 0
830236 4 5 0 0
830246 4 5 0 0
830256 4 5 0 0
830266 4 5 0 0
830276 4 5 0 0
830286 4 5 0 0
830296 4 5 0 0
830306 4 5 0 0
830316 4 5 0 0
830326 4 5 0 0
830336 4 5 0 0
830346 4 5 0 0
830356 4 5 0 0
830366 4 5 0 0
830376 4 5 0 0
830386 4 5 0 0
830396 4 5 0 0
830406 4 5 0 0
830416 4 5 0 0
830426 4 5 0 0
830436 4 5 0 0
830446 4 5 0 0
830456 4 5 0 0
830466 4 5 0 0
830476 4 5 0 0
830486 4 5 0 0
830496 4 5 0 0
830506 4 5 0 0
830516 4 5 0 0
830526 4 5 0 0
830536 4 5 0 0
830546 4 5 0 0
830556 4 5 0 0
830566 4 5 0 0
830576 4 5 0 0
830586 4 5 0 0
830596 4 5 0 0
830606 4 5 0 0
830616 4 5 0 0
830626 4 5 0 0
830636 4 5 0 0
830646 4 5 0 0
830656 4 5 0 0
830666 4 5 0 0
830676 4 5 0 0
830686 4 5 0 0
830696 4 5 0 0
830706 4 5 0 0
830716 4 5 0 0
830726 4 5 0 0
830736 4 5 0 0
830746 4 5 0 0
830756 4 5 0 0
830766 4 5 0 0
830776 4 5 0 0
830786 4 5 0 0
830796 4 5 0 0
830806 4 5 0 0
830816 4 5 0 0
830826 4 5 0 0
830836 4 5 0 0
830846 4 5 0 0
830856 4 5 0 0
830866 4 5 0 0
830876 4 5 0 0
830886 4 5 0 0
830897 4 5 0 0
830907 4 5 0 0
830917 4 5 0 0
830927 4 5 0 0
830937 4 5 0 0
830947 4 5 0 0
830957 4 5 0 0
830966 4 5 0 0
830976 4 5 0 0
830986 4 5 0 0
830996 4 5 0 0
831007 4 5 0 0
831016 4 5 0 0
831026 4 5 0 0
831036 4 5 0 0
831046 4 5 0 0
831056 4 5 0 0
831066 4 5 0 0
831076 4 5 0 0
831086 4 5 0 0
831096 4 5 0 0
831106 4 5 0 0
831116 4 5 0 0
831126 4 5 0 0
831136 4 5 0 0
831146 4 5 0 0
831156 4 5 0 0
831166 4 5 0 0
831176 4 5 0 0
831186 4 5 0 0
831196 4 5 0 0
831206 4 5 0 0
831216 4 5 0 0
831226 4 5 0 0
831236 4 5 0 0
831246 4 5 0 0
831256 4 5 0 0
831266 4 5 0 0
831276 4 5 0 0
831286 4 5 0 0
831296 4 5 0 0
831306 4 5 0 0
831316 4 5 0 0
831326 4 5 0 0
831336 4 5 0 0
831346 4 5 0 0
831356 4 5 0 0
831366 4 5 0 0
831376 4 5 0 0
831386 4 5 0 0
831396 4 5 0 0
831406 4 5 0 0
831416 4 5 0 0
831426 4 5 0 0
831436 4 5 0 0
831446 4 5 0 0
831456 4 5 0 0
831466 4 5 0 0
831476 4 5 0 0
831486 4 5 0 0
831496 4 5 0 0
831506 4 5 0 0
831516 4 5 0 0
831526 4 5 0 0
831536 4 5 0 0
831546 4 5 0 0
831556 4 5 0 0
831566 4 5 0 0
831576 4 5 0 0
831586 4 5 0 0
831596 4 5 0 0
831606 4 5 0 0
831616 4 5 0 0
831626 4 5 0 0
831636 4 5 0 0
831646 4 5 0 0
831656 4 5 0 0
831666 4 5 0 0
831676 4 5 0 0
831686 4 5 0 0
831696 4 5 0 0
831706 4 5 0 0
831716 4 5 0 0
831726 4 5 0 0
831736 4 5 0 0
831746 4 5 0 0
831756 4 5 0 0
831766 4 5 0 0
831776 4 5 0 0
831786 4 5 0 0
831796 4 5 0 0
831806 4 5 0 0
831816 4 5 0 0
831826 4 5 0 0
831836 4 5 0 0
831846 4 5 0 0
831856 4 5 0 0
831866 4 5 0 0
831876 4 5 0 0
831886 4 5 0 0
831896 4 5 0 0
831906 4 5 0 0
831916 4 5 0 0
831926 4 5 0 0
831936 4 5 0 0
831946 4 5 0 0
831956 4 5 0 0
831966 4 5 0 0
831976 4 5 0 0
831986 4 5 0 0
831996 4 5 0 0
832006 4 5 0 0
832016 4 5 0 0
832026 4 5 0 0
832036 4 5 0 0
832046 4 5 0 0
832056 4 5 0 0
832066 4 5 0 0
832076 4 5 0 0
832086 4 5 0 0
832096 4 5 0 0
832106 4 5 0 0
832116 4 5 0 0
832126 4 5 0 0
832136 4 5 0 0
832146 4 5 0 0
832156 4 5 0 0
832166 4 5 0 0
832176 4 5 0 0
832186 4 5 0 0
832196 4 5 0 0
832206 4 5 0 0
832216 4 5 0 0
832226 4 5 0 0
832236 4 5 0 0
832246 4 5 0 0
832256 4 5 0 0
832266 4 5 0 0
832276 4 5 0 0
832286 4 5 0 0
832296 4 5 0 0
832306 4 5 0 0
832316 4 5 0 0
832326 4 5 0 0
832336 4 5 0 0
832346 4 5 0 0
832356 4 5 0 0
832366 4 5 0 0
832376 4 5 0 0
832386 4 5 0 0
832396 4 5 0 0
832406 4 5 0 0
832416 4 5 0 0
832426 4 5 0 0
832436 4 5 0 0
832446 4 5 0 0
832456 4 5 0 0
832466 4 5 0 0
832476 4 5 0 0
832486 4 5 0 0
832496 4 5 0 0
832506 4 5 0 0
832516 4 5 0 0
832526 4 5 0 0
832536 4 5 0 0
832546 4 5 0 0
832556 4 5 0 0
832566 4 5 0 0
832576 4 5 0 0
832586 4 5 0 0
832596 4 5 0 0
832606 4 5 0 0
832616 4 5 0 0
832626 4 5 0 0
832636 4 5 0 0
832646 4 5 0 0
832656 4 5 0 0
832666 4 5 0 0
832676 4 5 0 0
832686 4 5 0 0
832696 4 5 0 0
832707 4 5 0 0
832717 4 5 0 0
832727 4 5 0 0
832737 4 5 0 0
832747 4 5 0 0
832757 4 5 0 0
832767 4 5 0 0
832776 4 5 0 0
832786 4 5 0 0
832796 4 5 0 0
832806 4 5 0 0
832816 4 5 0 0
832826 4 5 0 0
832836 4 5 0 0
832846 4 5 0 0
832856 4 5 0 0
832866 4 5 0 0
832876 4 5 0 0
832886 4 5 0 0
832896 4 5 0 0
832906 4 5 0 0
832916 4 5 0 0
832926 4 5 0 0
832936 4 5 0 0
832946 4 5 0 0
832956 4 5 0 0
832966 4 5 0 0
832976 4 5 0 0
832986 4 5 0 0
832996 4 5 0 0
833006 4 5 0 0
833016 4 5 0 0
833026 4 5 0 0
833036 4 5 0 0
833046 4 5 0 0
833056 4 5 0 0
833066 4 5 0 0
833076 4 5 0 0
833086 4 5 0 0
833096 4 5 0 0
833106 4 5 0 0
833116 4 5 0 0
833126 4 5 0 0
833136 4 5 0 0
833146 4 5 0 0
833156 4 5 0 0
833166 4 5 0 0
833176 4 5 0 0
833186 4 5 0 0
833196 4 5 0 0
833206 4 5 0 0
833216 4 5 0 0
833226 4 5 0 0
833236 4 5 0 0
833246 4 5 0 0
833256 4 5 0 0
833266 4 5 0 0
833276 4 5 0 0
833286 4 5 0 0
833296 4 5 0 0
833306 4 5 0 0
833316 4 5 0 0
833326 4 5 0 0
833336 4 5 0 0
833346 4 5 0 0
833356 4 5 0 0
833366 4 5 0 0
833376 4 5 0 0
833386 4 5 0 0
833396 4 5 0 0
833406 4 5 0 0
833416 4 5 0 0
833426 4 5 0 0
833436 4 5 0 0
833446 4 5 0 0
833456 4 5 0 0
833466 4 5 0 0
833476 4 5 0 0
833486 4 5 0 0
833496 4 5 0 0
833506 4 5 0 0
833516 4 5 0 0
833526 4 5 0 0
833536 4 5 0 0
833546 4 5 0 0
833556 4 5 0 0
833566 4 5 0 0
833576 4 5 0 0
833586 4 5 0 0
833596 4 5 0 0
833606 4 5 0 0
833616 4 5 0 0
833626 4 5 0 0
833636 4 5 0 0
833646 4 5 0 0
833656 4 5 0 0
833666 4 5 0 0
833676 4 5 0 0
833686 4 5 0 0
833696 4 5 0 0
833706 4 5 0 0
833716 4 5 0 0
833726 4 5 0 0
833736 4 5 0 0
833746 4 5 0 0
833756 4 5 0 0
833766 4 5 0 0
833776 4 5 0 0
833786 4 5 0 0
833796 4 5 0 0
833806 4 5 0 0
833816 4 5 0 0
833826 4 5 0 0
833836 4 5 0 0
833846 4 5 0 0
833856 4 5 0 0
833866 4 5 0 0
833876 4 5 0 0
833886 4 5 0 0
833896 4 5 0 0
833906 4 5 0 0
833916 4 5 0 0
833926 4 5 0 0
833936 4 5 0 0
833946 4 5 0 0
833956 4 5 0 0
833966 4 5 0 0
833976 4 5 0 0
833986 4 5 0 0
833996 4 5 0 0
834006 4 5 0 0
834016 4 5 0 0
834026 4 5 0 0
834036 4 5 0 0
834046 4 5 0 0
834056 4 5 0 0
834066 4 5 0 0
834076 4 5 0 0
834086 4 5 0 0
834096 4 5 0 0
834106 4 5 0 0
834116 4 5 0 0
834126 4 5 0 0
834136 4 5 0 0
834146 4 5 0 0
834156 4 5 0 0
834166 4 5 0 0
834176 4 5 0 0
834186 4 5 0 0
834196 4 5 0 0
834206 4 5 0 0
834216 4 5 0 0
834226 4 5 0 0
834236 4 5 0 0
834246 4 5 0 0
834256 4 5 0 0
834266 4 5 0 0
834276 4 5 0 0
834286 4 5 0 0
834296 4 5 0 0
834306 4 5 0 0
834316 4 5 0 0
834326 4 5 0 0
834336 4 5 0 0
834346 4 5 0 0
834356 4 5 0 0
834366 4 5 0 0
834376 4 5 0 0
834386 4 5 0 0
834396 4 5 0 0
834406 4 5 0 0
834416 4 5 0 0
834426 4 5 0 0
834436 4 5 0 0
834446 4 5 0 0
834456 4 5 0 0
834466 4 5 0 0
834476 4 5 0 0
834486 4 5 0 0
834496 4 5 0 0
834507 4 5 0 0
834516 4 5 0 0
834526 4 5 0 0
834536 4 5 0 0
834546 4 5 0 0
834557 4 5 0 0
834567 4 5 0 0
834577 4 5 0 0
834587 4 5 0 0
834597 4 5 0 0
834607 4 5 0 0
834617 4 5 0 0
834626 4 5 0 0
834636 4 5 0 0
834646 4 5 0 0
834656 4 5 0 0
834666 4 5 0 0
834676 4 5 0 0
834686 4 5 0 0
834696 4 5 0 0
834706 4 5 0 0
834716 4 5 0 0
834726 4 5 0 0
834736 4 5 0 0
834746 4 5 0 0
834756 4 5 0 0
834766 4 5 0 0
834776 4 5 0 0
834786 4 5 0 0
834796 4 5 0 0
834806 4 5 0 0
834816 4 5 0 0
834826 4 5 0 0
834836 4 5 0 0
834846 4 5 0 0
834856 4 5 0 0
834866 4 5 0 0
834876 4 5 0 0
834886 4 5 0 0
834896 4 5 0 0
834906 4 5 0 0
834916 4 5 0 0
834926 4 5 0 0
834936 4 5 0 0
834946 4 5 0 0
834956 4 5 0 0
834966 4 5 0 0
834976 4 5 0 0
834986 4 5 0 0
834996 4 5 0 0
835006 4 5 0 0
835016 4 5 0 0
835026 4 5 0 0
835036 4 5 0 0
835046 4 5 0 0
835056 4 5 0 0
835066 4 5 0 0
835076 4 5 0 0
835086 4 5 0 0
835096 4 5 0 0
835106 4 5 0 0
835116 4 5 0 0
835126 4 5 0 0
835136 4 5 0 0
835146 4 5 0 0
835156 4 5 0 0
835166 4 5 0 0
835176 4 5 0 0
835186 4 5 0 0
835196 4 5 0 0
835206 4 5 0 0
835216 4 5 0 0
835226 4 5 0 0
835236 4 5 0 0
835246 4 5 0 0
835256 4 5 0 0
835266 4 5 0 0
835276 4 5 0 0
835286 4 5 0 0
835296 4 5 0 0
835306 4 5 0 0
835316 4 5 0 0
835326 4 5 0 0
835336 4 5 0 0
835346 4 5 0 0
835356 4 5 0 0
835366 4 5 0 0
835376 4 5 0 0
835386 4 5 0 0
835396 4 5 0 0
835406 4 5 0 0
835416 4 5 0 0
835426 4 5 0 0
835436 4 5 0 0
835446 4 5 0 0
835456 4 5 0 0
835466 4 5 0 0
835476 4 5 0 0
835486 4 5 0 0
835496 4 5 0 0
835506 4 5 0 0
835516 4 5 0 0
835526 4 5 0 0
835536 4 5 0 0
835546 4 5 0 0
835556 4 5 0 0
835566 4 5 0 0
835576 4 5 0 0
835586 4 5 0 0
835596 4 5 0 0
835606 4 5 0 0
835616 4 5 0 0
835626 4 5 0 0
835636 4 5 0 0
835646 4 5 0 0
835656 4 5 0 0
835666 4 5 0 0
835676 4 5 0 0
835686 4 5 0 0
835696 4 5 0 0
835706 4 5 0 0
835716 4 5 0 0
835726 4 5 0 0
835736 4 5 0 0
835746 4 5 0 0
835756 4 5 0 0
835766 4 5 0 0
835776 4 5 0 0
835786 4 5 0 0
835796 4 5 0 0
835806 4 5 0 0
835816 4 5 0 0
835826 4 5 0 0
835836 4 5 0 0
835846 4 5 0 0
835856 4 5 0 0
835866 4 5 0 0
835876 4 5 0 0
835886 4 5 0 0
835896 4 5 0 0
835906 4 5 0 0
835916 4 5 0 0
835926 4 5 0 0
835936 4 5 0 0
835946 4 5 0 0
835956 4 5 0 0
835966 4 5 0 0
835976 4 5 0 0
835986 4 5 0 0
835996 4 5 0 0
836006 4 5 0 0
836016 4 5 0 0
836026 4 5 0 0
836036 4 5 0 0
836046 4 5 0 0
836056 4 5 0 0
836066 4 5 0 0
836076 4 5 0 0
836086 4 5 0 0
836096 4 5 0 0
836106 4 5 0 0
836116 4 5 0 0
836126 4 5 0 0
836136 4 5 0 0
836146 4 5 0 0
836156 4 5 0 0
836166 4 5 0 0
836176 4 5 0 0
836186 4 5 0 0
836196 4 5 0 0
836206 4 5 0 0
836216 4 5 0 0
836226 4 5 0 0
836236 4 5 0 0
836246 4 5 0 0
836256 4 5 0 0
836266 4 5 0 0
836276 4 5 0 0
836286 4 5 0 0
836296 4 5 0 0
836306 4 5 0 0
836316 4 5 0 0
836326 4 5 0 0
836336 4 5 0 0
836346 4 5 0 0
836356 4 5 0 0
836366 4 5 0 0
836376 4 5 0 0
836386 4 5 0 0
836397 4 5 0 0
836407 4 5 0 0
836417 4 5 0 0
836427 4 5 0 0
836437 4 5 0 0
836447 4 5 0 0
836457 4 5 0 0
836466 4 5 0 0
836476 4 5 0 0
836486 4 5 0 0
836496 4 5 0 0
836507 4 5 0 0
836516 4 5 0 0
836526 4 5 0 0
836536 4 5 0 0
836546 4 5 0 0
836556 4 5 0 0
836566 4 5 0 0
836576 4 5 0 0
836586 4 5 0 0
836596 4 5 0 0
836606 4 5 0 0
836616 4 5 0 0
836626 4 5 0 0
836636 4 5 0 0
836646 4 5 0 0
836656 4 5 0 0
836666 4 5 0 0
836676 4 5 0 0
836686 4 5 0 0
836696 4 5 0 0
836706 4 5 0 0
836716 4 5 0 0
836726 4 5 0 0
836736 4 5 0 0
836746 4 5 0 0
836756 4 5 0 0
836766 4 5 0 0
836776 4 5 0 0
836786 4 5 0 0
836796 4 5 0 0
836806 4 5 0 0
836816 4 5 0 0
836826 4 5 0 0
836836 4 5 0 0
836846 4 5 0 0
836856 4 5 0 0
836866 4 5 0 0
836876 4 5 0 0
836886 4 5 0 0
836896 4 5 0 0
836906 4 5 0 0
836916 4 5 0 0
836926 4 5 0 0
836936 4 5 0 0
836946 4 5 0 0
836956 4 5 0 0
836966 4 5 0 0
836976 4 5 0 0
836986 4 5 0 0
836996 4 5 0 0
837006 4 5 0 0
837016 4 5 0 0
837026 4 5 0 0
837036 4 5 0 0
837046 4 5 0 0
837056 4 5 0 0
837066 4 5 0 0
837076 4 5 0 0
837086 4 5 0 0
837096 4 5 0 0
837106 4 5 0 0
837116 4 5 0 0
837126 4 5 0 0
837136 4 5 0 0
837146 4 5 0 0
837156 4 5 0 0
837166 4 5 0 0
