t_f px py fd
568916 -679 657 271
568926 -679 657 264
568936 -679 657 268
568946 -679 657 270
568956 -679 657 279
568966 -679 657 278
568976 -679 657 279
568986 -679 657 273
568996 -679 657 274
569006 -679 657 271
569016 -679 657 278
569026 -679 657 274
569036 -679 657 278
569046 -679 657 277
569056 -679 657 273
569066 -679 657 270
569076 -679 657 273
569086 -679 657 274
569096 -679 657 273
569106 -679 657 274
569116 -679 657 274
569126 -679 657 271
569136 -679 657 277
569146 -679 657 281
569156 -679 657 268
569166 -679 657 276
569176 -679 657 268
569186 -679 657 280
569196 -679 657 275
569206 -679 657 271
569216 -679 657 272
569226 -679 657 276
569236 -679 657 264
569246 -679 657 271
569257 -679 657 269
569267 -679 657 277
569277 -679 657 277
569287 -679 657 272
569297 -679 657 275
569307 -679 657 276
569316 -679 657 275
569326 -679 657 271
569336 -679 657 280
569346 -679 657 272
569356 -679 657 272
569366 -679 657 271
569376 -679 657 269
569386 -679 657 273
569396 -679 657 278
569406 -679 657 273
569416 -679 657 272
569426 -679 657 276
569436 -679 657 272
569446 -679 657 275
569456 -679 657 278
569466 -679 657 279
569476 -679 657 275
569486 -679 657 275
569496 -679 657 272
569506 -679 657 272
569516 -679 657 270
569526 -679 657 271
569536 -679 657 271
569546 -679 657 276
569556 -679 657 275
569566 -679 657 275
569576 -679 657 271
569586 -679 657 276
569596 -679 657 270
569606 -679 657 275
569616 -679 657 275
569626 -679 657 271
569636 -679 657 277
569646 -679 657 275
569656 -679 657 276
569666 -679 657 267
569676 -679 657 271
569686 -679 657 271
569696 -679 657 275
569706 -679 657 273
569716 -679 657 271
569726 -679 657 276
569736 -679 657 276
569746 -679 657 272
569756 -679 657 272
569766 -679 657 274
569776 -679 657 276
569786 -679 657 277
569796 -679 657 275
569806 -679 657 273
569816 -679 657 266
569826 -679 657 274
569836 -679 657 271
569846 -679 657 276
569856 -679 657 274
569866 -679 657 272
569876 -679 657 274
569886 -679 657 282
569896 -679 657 270
569906 -679 657 273
569916 -679 657 276
569926 -679 657 269
569936 -679 657 274
569946 -679 657 272
569956 -679 657 271
569966 -679 657 276
569976 -679 657 276
569986 -679 657 269
569996 -679 657 269
570006 -679 657 274
570016 -679 657 274
570026 -679 657 271
570036 -679 657 271
570046 -679 657 274
570056 -679 657 270
570066 -679 657 270
570076 -679 657 269
570086 -679 657 283
570096 -679 657 274
570106 -679 657 280
570116 -679 657 274
570126 -679 657 277
570136 -679 657 273
570146 -679 657 270
570156 -679 657 271
570166 -679 657 269
570176 -679 657 274
570186 -679 657 276
570196 -679 657 280
570206 -679 657 271
570216 -679 657 272
570226 -679 657 277
570236 -679 657 278
570246 -679 657 277
570256 -679 657 269
570266 -679 657 270
570276 -679 657 274
570286 -679 657 272
570296 -679 657 272
570306 -679 657 277
570316 -679 657 268
570326 -679 657 276
570336 -679 657 275
570346 -679 657 276
570356 -679 657 277
570366 -679 657 274
570376 -679 657 275
570386 -679 657 271
570396 -679 657 277
570406 -679 657 271
570416 -679 657 269
570426 -679 657 277
570436 -679 657 270
570446 -679 657 271
570456 -679 657 280
570466 -679 657 274
570476 -679 657 276
570486 -679 657 270
570496 -679 657 280
570506 -679 657 280
570516 -679 657 280
570526 -679 657 280
570536 -679 657 272
570546 -679 657 271
570556 -679 657 268
570566 -679 657 276
570576 -679 657 274
570586 -679 657 276
570596 -679 657 270
570606 -679 657 273
570616 -679 657 273
570626 -679 657 272
570636 -679 657 270
570646 -679 657 276
570656 -679 657 277
570666 -679 657 268
570676 -679 657 276
570686 -679 657 272
570696 -679 657 274
570706 -679 657 274
570716 -679 657 268
570726 -679 657 273
570736 -679 657 271
570746 -679 657 274
570756 -679 657 273
570766 -679 657 277
570776 -679 657 271
570786 -679 657 273
570796 -679 657 275
570806 -679 657 275
570816 -679 657 268
570826 -679 657 266
570836 -679 657 277
570846 -679 657 276
570856 -679 657 267
570866 -679 657 271
570876 -679 657 274
570886 -679 657 274
570896 -679 657 273
570906 -679 657 269
570916 -679 657 270
570926 -679 657 273
570936 -679 657 280
570946 -679 657 269
570956 -679 657 266
570966 -679 657 276
570976 -679 657 272
570986 -679 657 271
570996 -679 657 269
571007 -679 657 276
571016 -679 657 269
571027 -679 657 264
571037 -679 657 267
571047 -679 657 270
571057 -679 657 272
571067 -679 657 278
571077 -679 657 274
571086 -679 657 277
571096 -679 657 272
571106 -679 657 269
571116 -679 657 272
571126 -679 657 272
571136 -679 657 276
571146 -679 657 270
571156 -679 657 268
571166 -679 657 274
571176 -679 657 277
571186 -679 657 275
571196 -679 657 270
571206 -679 657 270
571216 -679 657 270
571226 -679 657 269
571236 -679 657 269
571246 -679 657 269
571256 -679 657 273
571266 -679 657 273
571276 -679 657 278
571286 -679 657 271
571296 -679 657 271
571306 -679 657 269
571316 -679 657 270
571326 -679 657 277
571336 -679 657 267
571346 -679 657 274
571356 -679 657 270
571366 -679 657 269
571376 -679 657 279
571386 -679 657 274
571396 -679 657 270
571406 -679 657 276
571416 -679 657 276
571426 -679 657 271
571436 -679 657 269
571446 -679 657 265
571456 -679 657 270
571466 -679 657 271
571476 -679 657 271
571486 -679 657 272
571496 -679 657 281
571506 -679 657 272
571516 -679 657 268
571526 -679 657 273
571536 -679 657 272
571546 -679 657 276
571556 -679 657 274
571566 -679 657 279
571576 -679 657 271
571586 -679 657 275
571596 -679 657 272
571606 -679 657 275
571616 -679 657 273
571626 -679 657 273
571636 -679 657 275
571646 -679 657 272
571656 -679 657 275
571666 -679 657 271
571676 -679 657 275
571686 -679 657 267
571696 -679 657 273
571706 -679 657 268
571716 -679 657 271
571726 -679 657 274
571736 -679 657 271
571746 -679 657 275
571756 -679 657 275
571766 -679 657 276
571776 -679 657 274
571786 -679 657 278
571796 -679 657 271
571806 -679 657 271
571816 -679 657 273
571826 -679 657 267
571836 -679 657 273
571846 -679 657 276
571856 -679 657 272
571866 -679 657 271
571876 -679 657 268
571886 -679 657 273
571896 -679 657 274
571906 -679 657 268
571916 -679 657 272
571926 -679 657 274
571936 -679 657 275
571946 -679 657 275
571956 -679 657 268
571966 -679 657 274
571976 -679 657 269
571986 -679 657 268
571996 -679 657 273
572006 -679 657 276
572016 -679 657 271
572026 -679 657 273
572036 -679 657 277
572046 -679 657 277
572056 -679 657 275
572066 -679 657 267
572076 -679 657 272
572086 -679 657 271
572096 -679 657 276
572106 -679 657 276
572116 -679 657 278
572126 -679 657 278
572136 -679 657 272
572146 -679 657 268
572156 -679 657 277
572166 -679 657 269
572176 -679 657 283
572186 -679 657 274
572196 -679 657 276
572206 -679 657 273
572216 -679 657 266
572226 -679 657 275
572236 -679 657 276
572246 -679 657 271
572256 -679 657 276
572266 -679 657 274
572276 -679 657 277
572286 -679 657 273
572296 -679 657 270
572306 -679 657 275
572316 -679 657 273
572326 -679 657 272
572336 -679 657 278
572346 -679 657 281
572356 -679 657 269
572366 -679 657 274
572376 -679 657 274
572386 -679 657 275
572396 -679 657 274
572406 -679 657 275
572416 -679 657 274
572426 -679 657 276
572436 -679 657 271
572446 -679 657 280
572456 -679 657 270
572466 -679 657 275
572476 -679 657 269
572486 -679 657 278
572496 -679 657 274
572506 -679 657 272
572516 -679 657 277
572526 -679 657 273
572536 -679 657 272
572546 -679 657 275
572556 -679 657 273
572566 -679 657 276
572576 -679 657 276
572586 -679 657 270
572596 -679 657 274
572606 -679 657 276
572616 -679 657 278
572626 -679 657 271
572636 -679 657 271
572646 -679 657 267
572656 -679 657 271
572666 -679 657 267
572676 -679 657 269
572686 -679 657 274
572696 -679 657 270
572706 -679 657 271
572716 -679 657 271
572726 -679 657 275
572736 -679 657 274
572746 -679 657 278
572756 -679 657 273
572766 -679 657 274
572776 -679 657 275
572787 -679 657 271
572797 -679 657 271
572807 -679 657 279
572817 -679 657 271
572827 -679 657 266
572837 -679 657 279
572846 -679 657 272
572856 -679 657 269
572866 -679 657 275
572876 -679 657 274
572886 -679 657 266
572896 -679 657 274
572906 -679 657 271
572916 -679 657 275
572926 -679 657 272
572936 -679 657 271
572946 -679 657 270
572956 -679 657 270
572966 -679 657 274
572976 -679 657 276
572986 -679 657 272
572996 -679 657 272
573006 -679 657 275
573016 -679 657 270
573026 -679 657 275
573036 -679 657 270
573046 -679 657 268
573056 -679 657 274
573066 -679 657 272
573076 -679 657 275
573086 -679 657 272
573096 -679 657 270
573106 -679 657 273
573116 -679 657 269
573126 -679 657 274
573136 -679 657 273
573146 -679 657 279
573156 -679 657 274
573166 -679 657 272
573176 -679 657 271
573186 -679 657 270
573196 -679 657 279
573206 -679 657 275
573216 -679 657 282
573226 -679 657 280
573236 -679 657 271
573246 -679 657 275
573256 -679 657 274
573266 -679 657 263
573276 -679 657 274
573286 -679 657 271
573296 -679 657 276
573306 -679 657 271
573316 -679 657 275
573326 -679 657 272
573336 -679 657 275
573346 -679 657 273
573356 -679 657 271
573366 -679 657 276
573376 -679 657 276
573386 -679 657 274
573396 -679 657 272
573406 -679 657 267
573416 -679 657 274
573426 -679 657 277
573436 -679 657 279
573446 -679 657 268
573456 -679 657 271
573466 -679 657 267
573476 -679 657 277
573486 -679 657 274
573496 -679 657 268
573506 -679 657 268
573516 -679 657 274
573526 -679 657 277
573536 -679 657 284
573546 -679 657 275
573556 -679 657 275
573566 -679 657 273
573576 -679 657 274
573586 -679 657 275
573596 -679 657 272
573606 -679 657 278
573616 -679 657 277
573626 -679 657 270
573636 -679 657 275
573646 -679 657 272
573656 -679 657 274
573666 -679 657 266
573676 -679 657 271
573686 -679 657 264
573696 -679 657 271
573706 -679 657 270
573716 -679 657 274
573726 -679 657 277
573736 -679 657 279
573746 -679 657 279
573756 -679 657 277
573766 -679 657 271
573776 -679 657 275
573786 -679 657 272
573796 -679 657 268
573806 -679 657 271
573816 -679 657 271
573826 -679 657 276
573836 -679 657 278
573846 -679 657 275
573856 -679 657 277
573866 -679 657 272
573876 -679 657 272
573886 -679 657 277
573896 -679 657 271
573906 -679 657 276
573916 -679 657 280
573926 -679 657 270
573936 -679 657 278
573946 -679 657 269
573956 -679 657 276
573966 -679 657 267
573976 -679 657 266
573986 -679 657 274
573996 -679 657 269
574006 -679 657 270
574016 -679 657 271
574026 -679 657 272
574036 -679 657 276
574046 -679 657 271
574056 -679 657 267
574066 -679 657 273
574076 -679 657 269
574086 -679 657 280
574096 -679 657 278
574106 -679 657 283
574116 -679 657 270
574126 -679 657 275
574136 -679 657 267
574146 -679 657 274
574156 -679 657 270
574166 -679 657 272
574176 -679 657 276
574186 -679 657 276
574196 -679 657 272
574206 -679 657 275
574216 -679 657 268
574226 -679 657 272
574236 -679 657 272
574246 -679 657 272
574256 -679 657 270
574266 -679 657 273
574276 -679 657 273
574286 -679 657 272
574296 -679 657 276
574306 -679 657 273
574316 -679 657 278
574326 -679 657 274
574336 -679 657 267
574346 -679 657 266
574356 -679 657 271
574366 -679 657 269
574376 -679 657 277
574386 -679 657 268
574396 -679 657 276
574406 -679 657 277
574416 -679 657 268
574426 -679 657 272
574436 -679 657 277
574446 -679 657 267
574456 -679 657 275
574466 -679 657 274
574476 -679 657 277
574486 -679 657 276
574496 -679 657 278
574507 -679 657 275
574516 -679 657 275
574526 -679 657 279
574536 -679 657 276
574547 -679 657 281
574557 -679 657 276
574567 -679 657 278
574577 -679 657 276
574587 -679 657 278
574597 -679 657 278
574607 -679 657 279
574616 -679 657 278
574626 -679 657 274
574636 -679 657 278
574646 -679 657 272
574656 -679 657 269
574666 -679 657 282
574676 -679 657 275
574686 -679 657 273
574696 -679 657 272
574706 -679 657 273
574716 -679 657 277
574726 -679 657 275
574736 -679 657 281
574746 -679 657 275
574756 -679 657 271
574766 -679 657 274
574776 -679 657 273
574786 -679 657 269
574796 -679 657 270
574806 -679 657 277
574816 -679 657 271
574826 -679 657 277
574836 -679 657 272
574846 -679 657 270
574856 -679 657 272
574866 -679 657 275
574876 -679 657 271
574886 -679 657 276
574896 -679 657 276
574906 -679 657 274
574916 -679 657 275
574926 -679 657 275
574936 -679 657 273
574946 -679 657 275
574956 -679 657 274
574966 -679 657 268
574976 -679 657 267
574986 -679 657 269
574996 -679 657 275
575006 -679 657 273
575016 -679 657 269
575026 -679 657 270
575036 -679 657 278
575046 -679 657 278
575056 -679 657 269
575066 -679 657 274
575076 -679 657 275
575086 -679 657 275
575096 -679 657 277
575106 -679 657 274
575116 -679 657 273
575126 -679 657 275
575136 -679 657 269
575146 -679 657 274
575156 -679 657 274
575166 -679 657 273
575176 -679 657 276
575186 -679 657 275
575196 -679 657 272
575206 -679 657 270
575216 -679 657 269
575226 -679 657 274
575236 -679 657 285
575246 -679 657 276
575256 -679 657 272
575266 -679 657 275
575276 -679 657 275
575286 -679 657 274
575296 -679 657 274
575306 -679 657 272
575316 -679 657 276
575326 -679 657 268
575336 -679 657 274
575346 -679 657 275
575356 -679 657 273
575366 -679 657 280
575376 -679 657 274
575386 -679 657 270
575396 -679 657 272
575406 -679 657 270
575416 -679 657 281
575426 -679 657 272
575436 -679 657 282
575446 -679 657 272
575456 -679 657 272
575466 -679 657 269
575476 -679 657 272
575486 -679 657 274
575496 -679 657 270
575506 -679 657 276
575516 -679 657 276
575526 -679 657 272
575536 -679 657 270
575546 -679 657 273
575556 -679 657 277
575566 -679 657 274
575576 -679 657 271
575586 -679 657 272
575596 -679 657 276
575606 -679 657 269
575616 -679 657 266
575626 -679 657 271
575636 -679 657 274
575646 -679 657 278
575656 -679 657 278
575666 -679 657 275
575676 -679 657 269
575686 -679 657 272
575696 -679 657 275
575706 -679 657 271
575716 -679 657 277
575726 -679 657 273
575736 -679 657 279
575746 -679 657 273
575756 -679 657 275
575766 -679 657 272
575776 -679 657 273
575786 -679 657 276
575796 -679 657 270
575806 -679 657 275
575816 -679 657 275
575826 -679 657 277
575836 -679 657 279
575846 -679 657 273
575856 -679 657 272
575866 -679 657 277
575876 -679 657 269
575886 -679 657 280
575896 -679 657 270
575906 -679 657 273
575916 -679 657 271
575926 -679 657 279
575936 -679 657 280
575946 -679 657 276
575956 -679 657 276
575966 -679 657 274
575976 -679 657 270
575986 -679 657 273
575996 -679 657 277
576006 -679 657 276
576016 -679 657 278
576026 -679 657 271
576036 -679 657 275
576046 -679 657 276
576056 -679 657 278
576066 -679 657 276
576076 -679 657 275
576086 -679 657 268
576096 -679 657 278
576106 -679 657 277
576116 -679 657 271
576126 -679 657 273
576136 -679 657 275
576146 -679 657 274
576156 -679 657 274
576166 -679 657 278
576176 -679 657 271
576186 -679 657 272
576196 -679 657 272
576206 -679 657 275
576216 -679 657 273
576226 -679 657 277
576236 -679 657 272
576246 -679 657 274
576256 -679 657 277
576266 -679 657 281
576276 -679 657 274
576287 -679 657 273
576297 -679 657 275
576307 -679 657 285
576317 -679 657 285
576327 -679 657 283
576337 -679 657 279
576347 -679 657 274
576356 -679 657 276
576366 -679 657 278
576376 -679 657 265
576386 -679 657 273
576396 -679 657 278
576406 -679 657 275
576416 -679 657 275
576426 -679 657 277
576436 -679 657 271
576446 -679 657 270
576456 -679 657 267
576466 -679 657 274
576476 -679 657 274
576486 -679 657 277
576496 -679 657 272
576506 -679 657 271
576516 -679 657 269
576526 -679 657 272
576536 -679 657 272
576546 -679 657 271
576556 -679 657 272
576566 -679 657 272
576576 -679 657 280
576586 -679 657 279
576596 -679 657 279
576606 -679 657 284
576616 -679 657 276
576626 -679 657 272
576636 -679 657 266
576646 -679 657 275
576656 -679 657 270
576666 -679 657 273
576676 -679 657 273
576686 -679 657 270
576696 -679 657 277
576706 -679 657 271
576716 -679 657 270
576726 -679 657 269
576736 -679 657 275
576746 -679 657 278
576756 -679 657 273
576766 -679 657 272
576776 -679 657 277
576786 -679 657 267
576796 -679 657 271
576806 -679 657 274
576816 -679 657 275
576826 -679 657 275
576836 -679 657 270
576846 -679 657 278
576856 -679 657 267
576866 -679 657 269
576876 -679 657 272
576886 -679 657 268
576896 -679 657 272
576906 -679 657 278
576916 -679 657 273
576926 -679 657 273
576936 -679 657 281
576946 -679 657 267
576956 -679 657 277
576966 -679 657 276
576976 -679 657 274
576986 -679 657 273
576996 -679 657 279
577006 -679 657 277
577016 -679 657 271
577026 -679 657 276
577036 -679 657 281
577046 -679 657 271
577056 -679 657 281
577066 -679 657 270
577076 -679 657 273
577086 -679 657 275
577096 -679 657 275
577106 -679 657 272
577116 -679 657 274
577126 -679 657 274
577136 -679 657 281
577146 -679 657 274
577156 -679 657 275
577166 -679 657 274
577176 -679 657 279
577186 -679 657 279
577196 -679 657 273
577206 -679 657 272
577216 -679 657 280
577226 -679 657 275
577236 -679 657 275
577246 -679 657 276
577256 -679 657 272
577266 -679 657 273
577276 -679 657 274
577286 -679 657 270
577296 -679 657 276
577306 -679 657 283
577316 -679 657 274
577326 -679 657 276
577336 -679 657 274
577346 -679 657 280
577356 -679 657 272
577366 -679 657 277
577376 -679 657 278
577386 -679 657 280
577396 -679 657 277
577406 -679 657 270
577416 -679 657 278
